dataset,bearing,indicator,life_frac,value
pronostia,Full_Test_Set_Bearing1_3,RMS,0.97641,0.11862
pronostia,Full_Test_Set_Bearing1_3,RMS,0.97683,0.206
pronostia,Full_Test_Set_Bearing1_3,RMS,0.97725,0.13156
pronostia,Full_Test_Set_Bearing1_3,RMS,0.97767,0.20483
pronostia,Full_Test_Set_Bearing1_3,RMS,0.9781,0.14607
pronostia,Full_Test_Set_Bearing1_3,RMS,0.97852,0.19385
pronostia,Full_Test_Set_Bearing1_3,RMS,0.97894,0.17485
pronostia,Full_Test_Set_Bearing1_3,RMS,0.97936,0.26051
pronostia,Full_Test_Set_Bearing1_3,RMS,0.97978,0.16479
pronostia,Full_Test_Set_Bearing1_3,RMS,0.9802,0.2196
pronostia,Full_Test_Set_Bearing1_3,RMS,0.98062,0.16269
pronostia,Full_Test_Set_Bearing1_3,RMS,0.98104,0.27947
pronostia,Full_Test_Set_Bearing1_3,RMS,0.98147,0.46097
pronostia,Full_Test_Set_Bearing1_3,RMS,0.98189,0.35765
pronostia,Full_Test_Set_Bearing1_3,RMS,0.98231,0.2871
pronostia,Full_Test_Set_Bearing1_3,RMS,0.98273,0.28618
pronostia,Full_Test_Set_Bearing1_3,RMS,0.98315,0.3031
pronostia,Full_Test_Set_Bearing1_3,RMS,0.98357,0.29092
pronostia,Full_Test_Set_Bearing1_3,RMS,0.98399,0.33307
pronostia,Full_Test_Set_Bearing1_3,RMS,0.98441,0.33498
pronostia,Full_Test_Set_Bearing1_3,RMS,0.98484,0.36654
pronostia,Full_Test_Set_Bearing1_3,RMS,0.98526,0.32867
pronostia,Full_Test_Set_Bearing1_3,RMS,0.98568,0.36086
pronostia,Full_Test_Set_Bearing1_3,RMS,0.9861,0.25929
pronostia,Full_Test_Set_Bearing1_3,RMS,0.98652,0.33377
pronostia,Full_Test_Set_Bearing1_3,RMS,0.98694,0.34527
pronostia,Full_Test_Set_Bearing1_3,RMS,0.98736,0.42709
pronostia,Full_Test_Set_Bearing1_3,RMS,0.98778,0.37792
pronostia,Full_Test_Set_Bearing1_3,RMS,0.98821,0.37026
pronostia,Full_Test_Set_Bearing1_3,RMS,0.98863,0.36059
pronostia,Full_Test_Set_Bearing1_3,RMS,0.98905,0.38233
pronostia,Full_Test_Set_Bearing1_3,RMS,0.98947,0.26576
pronostia,Full_Test_Set_Bearing1_3,RMS,0.98989,0.33128
pronostia,Full_Test_Set_Bearing1_3,RMS,0.99031,0.38432
pronostia,Full_Test_Set_Bearing1_3,RMS,0.99073,0.44462
pronostia,Full_Test_Set_Bearing1_3,RMS,0.99115,0.51634
pronostia,Full_Test_Set_Bearing1_3,RMS,0.99158,0.46685
pronostia,Full_Test_Set_Bearing1_3,RMS,0.992,0.4987
pronostia,Full_Test_Set_Bearing1_3,RMS,0.99242,0.50514
pronostia,Full_Test_Set_Bearing1_3,RMS,0.99284,0.43211
pronostia,Full_Test_Set_Bearing1_3,RMS,0.99326,0.4501
pronostia,Full_Test_Set_Bearing1_3,RMS,0.99368,0.38063
pronostia,Full_Test_Set_Bearing1_3,RMS,0.9941,0.43936
pronostia,Full_Test_Set_Bearing1_3,RMS,0.99452,0.44396
pronostia,Full_Test_Set_Bearing1_3,RMS,0.99495,0.49515
pronostia,Full_Test_Set_Bearing1_3,RMS,0.99537,0.50109
pronostia,Full_Test_Set_Bearing1_3,RMS,0.99579,0.61745
pronostia,Full_Test_Set_Bearing1_3,RMS,0.99621,0.6131
pronostia,Full_Test_Set_Bearing1_3,RMS,0.99663,0.61127
pronostia,Full_Test_Set_Bearing1_3,RMS,0.99705,0.69457
pronostia,Full_Test_Set_Bearing1_3,RMS,0.99747,0.76537
pronostia,Full_Test_Set_Bearing1_3,RMS,0.99789,0.73241
pronostia,Full_Test_Set_Bearing1_3,RMS,0.99832,0.78743
pronostia,Full_Test_Set_Bearing1_3,RMS,0.99874,0.83442
pronostia,Full_Test_Set_Bearing1_3,RMS,0.99916,0.79302
pronostia,Full_Test_Set_Bearing1_3,RMS,0.99958,0.74934
pronostia,Full_Test_Set_Bearing1_3,RMS,1.0,0.59737
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.0,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.00042,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.00084,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.00126,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.00168,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.00211,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.00253,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.00295,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.00337,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.00379,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.00421,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.00463,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.00505,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.00548,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.0059,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.00632,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.00674,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.00716,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.00758,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.008,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.00842,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.00885,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.00927,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.00969,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.01011,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.01053,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.01095,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.01137,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.01179,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.01222,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.01264,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.01306,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.01348,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.0139,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.01432,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.01474,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.01516,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.01559,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.01601,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.01643,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.01685,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.01727,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.01769,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.01811,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.01853,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.01896,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.01938,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.0198,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.02022,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.02064,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.02106,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.02148,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.0219,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.02233,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.02275,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.02317,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.02359,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.02401,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.02443,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.02485,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.02527,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.0257,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.02612,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.02654,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.02696,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.02738,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.0278,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.02822,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.02864,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.02906,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.02949,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.02991,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.03033,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.03075,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.03117,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.03159,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.03201,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.03243,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.03286,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.03328,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.0337,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.03412,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.03454,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.03496,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.03538,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.0358,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.03623,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.03665,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.03707,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.03749,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.03791,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.03833,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.03875,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.03917,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.0396,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.04002,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.04044,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.04086,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.04128,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.0417,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.04212,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.04254,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.04297,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.04339,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.04381,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.04423,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.04465,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.04507,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.04549,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.04591,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.04634,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.04676,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.04718,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.0476,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.04802,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.04844,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.04886,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.04928,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.04971,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.05013,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.05055,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.05097,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.05139,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.05181,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.05223,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.05265,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.05307,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.0535,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.05392,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.05434,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.05476,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.05518,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.0556,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.05602,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.05644,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.05687,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.05729,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.05771,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.05813,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.05855,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.05897,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.05939,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.05981,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.06024,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.06066,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.06108,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.0615,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.06192,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.06234,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.06276,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.06318,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.06361,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.06403,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.06445,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.06487,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.06529,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.06571,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.06613,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.06655,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.06698,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.0674,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.06782,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.06824,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.06866,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.06908,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.0695,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.06992,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.07035,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.07077,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.07119,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.07161,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.07203,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.07245,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.07287,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.07329,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.07372,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.07414,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.07456,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.07498,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.0754,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.07582,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.07624,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.07666,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.07709,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.07751,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.07793,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.07835,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.07877,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.07919,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.07961,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.08003,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.08045,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.08088,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.0813,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.08172,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.08214,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.08256,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.08298,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.0834,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.08382,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.08425,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.08467,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.08509,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.08551,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.08593,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.08635,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.08677,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.08719,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.08762,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.08804,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.08846,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.08888,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.0893,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.08972,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.09014,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.09056,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.09099,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.09141,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.09183,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.09225,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.09267,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.09309,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.09351,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.09393,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.09436,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.09478,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.0952,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.09562,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.09604,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.09646,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.09688,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.0973,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.09773,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.09815,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.09857,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.09899,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.09941,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.09983,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.10025,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.10067,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.1011,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.10152,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.10194,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.10236,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.10278,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.1032,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.10362,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.10404,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.10447,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.10489,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.10531,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.10573,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.10615,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.10657,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.10699,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.10741,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.10783,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.10826,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.10868,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.1091,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.10952,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.10994,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.11036,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.11078,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.1112,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.11163,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.11205,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.11247,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.11289,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.11331,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.11373,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.11415,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.11457,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.115,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.11542,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.11584,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.11626,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.11668,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.1171,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.11752,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.11794,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.11837,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.11879,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.11921,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.11963,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.12005,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.12047,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.12089,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.12131,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.12174,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.12216,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.12258,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.123,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.12342,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.12384,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.12426,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.12468,0.0
pronostia,Full_Test_Set_Bearing1_3,Autoencoder HI,0.12511,0.0
